mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
fifwc-ecu-ger-2026-06-25-ger__kxwcgame-26jun25ecuger-ger,approved,Ecuador vs. Germany,Germany to win in regular time,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,fifwc-ecu-ger-2026-06-25-ger,101279272797775203956659007084828831261331275405585994446661991301016814257223,12895713634933367223676558147527749758143822673340639855731583908529004951892,Yes,No,KXWCGAME-26JUN25ECUGER-GER,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Germany win on 2026-06-25? In the upcoming game, scheduled for June 25, 2026 If Germany wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been... Kalshi summary: Ecuador vs Germany Winner? If Germany wins the Ecuador vs Germany professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes....",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-ecu-ger-2026-06-25-draw__kxwcgame-26jun25ecuger-tie,approved,Ecuador vs. Germany,Ecuador vs. Germany to end in a draw in regular time,0x6257ac3bdd0b512bd6470c21d5dc99ed12ef42b5fd9ad6078fad24d351ebda5c,fifwc-ecu-ger-2026-06-25-draw,9059650700126795019827485089957938050581213031053374092199507389736394347163,65241393730634758935193149676394115981683248227949919973281090224372225677669,Yes,No,KXWCGAME-26JUN25ECUGER-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Ecuador vs. Germany end in a draw? In the upcoming game, scheduled for June 25, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open unti... Kalshi summary: Ecuador vs Germany Winner? If Tie wins the Ecuador vs Germany professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-eng-gha-2026-06-23-eng__kxwcgame-26jun23enggha-eng,approved,England vs. Ghana,England to win in regular time,0xff1ec56e0e47033727e33deab740896fbf1c6bb8a2b0068efdba3d900c7ba7a2,fifwc-eng-gha-2026-06-23-eng,63611572432092712507452794046269856873324193737948513078896856667745770559698,81750077792759682980090397689070964226412046195389028523769479713426985687572,Yes,No,KXWCGAME-26JUN23ENGGHA-ENG,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will England win on 2026-06-23? In the upcoming game, scheduled for June 23, 2026 If England wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been... Kalshi summary: England vs Ghana Winner? If England wins the England vs Ghana professional FIFA World Cup soccer game originally scheduled for Jun 23, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-eng-gha-2026-06-23-gha__kxwcgame-26jun23enggha-gha,approved,England vs. Ghana,Ghana to win in regular time,0x66b7ad48448f8846395b8df8edb5f20f99bed8e79928b1b9d2cf3a19d70dbdf8,fifwc-eng-gha-2026-06-23-gha,111239697803361919523803068759725643725914563280609261384832780529311817077235,55378084779279061925670956253014301111841794660392042624001683483413192852659,Yes,No,KXWCGAME-26JUN23ENGGHA-GHA,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Ghana win on 2026-06-23? In the upcoming game, scheduled for June 23, 2026 If Ghana wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been com... Kalshi summary: England vs Ghana Winner? If Ghana wins the England vs Ghana professional FIFA World Cup soccer game originally scheduled for Jun 23, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The fo...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-eng-gha-2026-06-23-draw__kxwcgame-26jun23enggha-tie,approved,England vs. Ghana,England vs. Ghana to end in a draw in regular time,0x17d821a9197f8de3acbb8a0140e70cea9461e95871c58ae7aa9c608d53ad00d0,fifwc-eng-gha-2026-06-23-draw,113575947344702991323223447752604645066262694843576298874524902811228579544185,100271816376241251014968205943425335239986161152505983067018696271142538695180,Yes,No,KXWCGAME-26JUN23ENGGHA-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will England vs. Ghana end in a draw? In the upcoming game, scheduled for June 23, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until... Kalshi summary: England vs Ghana Winner? If Tie wins the England vs Ghana professional FIFA World Cup soccer game originally scheduled for Jun 23, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The foll...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-jor-alg-2026-06-22-alg__kxwcgame-26jun22jordza-dza,approved,Jordan vs. Algeria,Algeria to win in regular time,0x0d2071920da35396162280a1af346e1f799ed45e019ed43fae0c88dc1ac4b4d6,fifwc-jor-alg-2026-06-22-alg,115548088586633825662425519500723984422794579404944891967166045543435931523785,32058851221679529974818014567841951405353890461559999844883230561953635888318,Yes,No,KXWCGAME-26JUN22JORDZA-DZA,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Algeria win on 2026-06-22? In the upcoming game, scheduled for June 22, 2026 If Algeria wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been... Kalshi summary: Jordan vs Algeria Winner? If Algeria wins the Jordan vs Algeria professional FIFA World Cup soccer game originally scheduled for Jun 22, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. Th...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-jor-alg-2026-06-22-jor__kxwcgame-26jun22jordza-jor,approved,Jordan vs. Algeria,Jordan to win in regular time,0xaffbeeaef4c956c9e55932d3384eb7ad02640d6a421f3e749f208cb9047cf982,fifwc-jor-alg-2026-06-22-jor,79556419900577322611626767862690562089176805129072624901443226554922952966745,36847736282575028050380699257087444246635666164497266805183508721147599183855,Yes,No,KXWCGAME-26JUN22JORDZA-JOR,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Jordan win on 2026-06-22? In the upcoming game, scheduled for June 22, 2026 If Jordan wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been c... Kalshi summary: Jordan vs Algeria Winner? If Jordan wins the Jordan vs Algeria professional FIFA World Cup soccer game originally scheduled for Jun 22, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-jor-alg-2026-06-22-draw__kxwcgame-26jun22jordza-tie,approved,Jordan vs. Algeria,Jordan vs. Algeria to end in a draw in regular time,0x26954c84bed166fa0da034c310e3bd62e7afa32d299314c352bc32eb08e5a210,fifwc-jor-alg-2026-06-22-draw,1769702396265889184498190792362704022902870513706256830724500024171753050535,97991483700712782681079073199922922316274277060397927741575975439755123554167,Yes,No,KXWCGAME-26JUN22JORDZA-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Jordan vs. Algeria end in a draw? In the upcoming game, scheduled for June 22, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until... Kalshi summary: Jordan vs Algeria Winner? If Tie wins the Jordan vs Algeria professional FIFA World Cup soccer game originally scheduled for Jun 22, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The fo...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-bel-2026-06-26-bel__kxwcgame-26jun26nzlbel-bel,approved,New Zealand vs. Belgium,Belgium to win in regular time,0xd01a16e5adf6934d12c7a0e9875332356f74289ae6652a57aacb853e252fbbf4,fifwc-nzl-bel-2026-06-26-bel,56919576321692543804120333477806892227587677219602902701553511079254437421526,80404137496889918987099302758082937219505143289499451972493846718596937027624,Yes,No,KXWCGAME-26JUN26NZLBEL-BEL,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Belgium win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If Belgium wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been... Kalshi summary: New Zealand vs Belgium Winner? If Belgium wins the New Zealand vs Belgium professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-bel-2026-06-26-nzl__kxwcgame-26jun26nzlbel-nzl,approved,New Zealand vs. Belgium,New Zealand to win in regular time,0x6c3c1eb9055cf4ff809b8d4f26a8ef56e11e17c184da687353927de474615746,fifwc-nzl-bel-2026-06-26-nzl,51519876214140449660166550584440656906007152566889523395451234960389805633766,49905530567718027436051015027873733460916135514428443011092801326474984798014,Yes,No,KXWCGAME-26JUN26NZLBEL-NZL,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will New Zealand win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If New Zealand wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game... Kalshi summary: New Zealand vs Belgium Winner? If New Zealand wins the New Zealand vs Belgium professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resol...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-bel-2026-06-26-draw__kxwcgame-26jun26nzlbel-tie,approved,New Zealand vs. Belgium,New Zealand vs. Belgium to end in a draw in regular time,0xf6fe0dfcb5be2f8e961972059e42700713164673bc7463a28d029602b5e3df18,fifwc-nzl-bel-2026-06-26-draw,62409843405324454061803814330319520418244336052868125219110920850254110405657,72129100746150509215820919435026488891013808822405511213308920406847637662260,Yes,No,KXWCGAME-26JUN26NZLBEL-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will New Zealand vs. Belgium end in a draw? In the upcoming game, scheduled for June 26, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open... Kalshi summary: New Zealand vs Belgium Winner? If Tie wins the New Zealand vs Belgium professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Y...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-egy-2026-06-21-egy__kxwcgame-26jun21nzlegy-egy,approved,New Zealand vs. Egypt,Egypt to win in regular time,0x16c981b47490212bbb7d70edcccc419a84ff5771bc85c1b7abae37128975953e,fifwc-nzl-egy-2026-06-21-egy,13689393741027779813840434297856122590360803048059505899834082936957632248186,111066715970810850682383696826139748456099521919208300845983941220692180069978,Yes,No,KXWCGAME-26JUN21NZLEGY-EGY,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Egypt win on 2026-06-21? In the upcoming game, scheduled for June 21, 2026 If Egypt wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been com... Kalshi summary: New Zealand vs Egypt Winner? If Egypt wins the New Zealand vs Egypt professional FIFA World Cup soccer game originally scheduled for Jun 21, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-egy-2026-06-21-nzl__kxwcgame-26jun21nzlegy-nzl,approved,New Zealand vs. Egypt,New Zealand to win in regular time,0x3a3de929cb6fb7a4eff6aeae1b515895de1e358ed9a2adc24eb04862251d132d,fifwc-nzl-egy-2026-06-21-nzl,33714788520669769280954321212574588471029548850737990640617719122550413982550,27192655028794254768955907387839340966462202445122117815925609436544522436508,Yes,No,KXWCGAME-26JUN21NZLEGY-NZL,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will New Zealand win on 2026-06-21? In the upcoming game, scheduled for June 21, 2026 If New Zealand wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game... Kalshi summary: New Zealand vs Egypt Winner? If New Zealand wins the New Zealand vs Egypt professional FIFA World Cup soccer game originally scheduled for Jun 21, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nzl-egy-2026-06-21-draw__kxwcgame-26jun21nzlegy-tie,approved,New Zealand vs. Egypt,New Zealand vs. Egypt to end in a draw in regular time,0x0f8de21a80996a54ced1327cbf4e0702d417e1f49ec6ebe267bc5664c7f36d90,fifwc-nzl-egy-2026-06-21-draw,106573441938278169951840270152617513270375496735835936558802812191575117517631,112742077818490907778836571348471704166987716125074637739298651389626580317059,Yes,No,KXWCGAME-26JUN21NZLEGY-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will New Zealand vs. Egypt end in a draw? In the upcoming game, scheduled for June 21, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open un... Kalshi summary: New Zealand vs Egypt Winner? If Tie wins the New Zealand vs Egypt professional FIFA World Cup soccer game originally scheduled for Jun 21, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes....",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nor-fra-2026-06-26-fra__kxwcgame-26jun26norfra-fra,approved,Norway vs. France,France to win in regular time,0x09620e07d807241bb41e5cf07d42dfd3e08943ee39e5c93ae3890e3b6164822e,fifwc-nor-fra-2026-06-26-fra,24577773509300358817327680170546846259151744300648018180120742538153285610470,78446213956623244937436196998053622507166694969601673053021357125863304081065,Yes,No,KXWCGAME-26JUN26NORFRA-FRA,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will France win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If France wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been c... Kalshi summary: Norway vs France Winner? If France wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The f...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nor-fra-2026-06-26-nor__kxwcgame-26jun26norfra-nor,approved,Norway vs. France,Norway to win in regular time,0x057885f5f49261eb41504e24899a88e53cb364ddf95e3c0df5608200feaddff8,fifwc-nor-fra-2026-06-26-nor,13720141007204726132976932163658350553917819242912487119786312240512385978016,16119210930175526417133526915512164757091560404529349701289609211602023176866,Yes,No,KXWCGAME-26JUN26NORFRA-NOR,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Norway win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If Norway wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been c... Kalshi summary: Norway vs France Winner? If Norway wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The f...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
fifwc-nor-fra-2026-06-26-draw__kxwcgame-26jun26norfra-tie,approved,Norway vs. France,Norway vs. France to end in a draw in regular time,0x0061b1d4b49c44a05365d60389167968baf42f2b1ab99c3d8b80a8554980d9e8,fifwc-nor-fra-2026-06-26-draw,67725404666433555568518066011245937746455974844800713635030484522525394449095,60079207812841756026197748640906076867485158811201408494886660329699481296945,Yes,No,KXWCGAME-26JUN26NORFRA-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"Approved strict automated match suggestion with match_score=100. Both normalized summaries indicate regular time plus stoppage time only; extra time and penalties are excluded. Draw/Tie is modeled as a separate outcome, so team-winner propositions resolve No on draw. Polymarket summary: Will Norway vs. France end in a draw? In the upcoming game, scheduled for June 26, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until... Kalshi summary: Norway vs France Winner? If Tie wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The foll...",qisongqiao,2026-06-22T12:14:08Z,User approved all strict suggested mappings on 2026-06-22T12:14:08Z; source run_id=mapping-fix-classifier-20260621T122459Z; match_score=100.0.
